user_id,genre,genre_count
770,Animation,4
770,Crime,4
770,Mystery,4
770,War,3
770,Musical,3
770,Horror,2
770,Film-Noir,1
770,Documentary,1
768,Drama,28
768,Comedy,24
768,Romance,17
768,Action,15
768,Thriller,14
768,Adventure,10
768,Crime,6
768,Sci-Fi,6
768,War,6
768,Horror,3
768,Mystery,2
768,Children's,2
768,Animation,1
766,Drama,68
766,Comedy,55
766,Action,37
766,Romance,33
766,Adventure,25
766,Musical,21
766,Sci-Fi,21
766,Thriller,19
766,War,18
766,Horror,16
766,Children's,14
766,Crime,10
766,Mystery,7
766,Animation,5
766,Western,4
766,Film-Noir,3
766,Fantasy,3
764,Drama,45
764,Comedy,33
764,Thriller,30
764,Romance,28
764,Action,24
764,Adventure,17
764,Children's,13
764,Musical,11
764,War,10
764,Animation,10
764,Sci-Fi,9
764,Crime,5
764,Mystery,4
764,Fantasy,3
764,Film-Noir,2
764,Horror,1
763,Drama,70
763,Comedy,36
763,Romance,29
763,Action,24
763,Thriller,21
763,War,13
763,Sci-Fi,12
763,Adventure,11
763,Crime,9
763,Musical,8
763,Children's,8
763,Animation,6
763,Mystery,6
763,Western,3
763,Horror,2
763,Documentary,1
761,Drama,31
761,Action,20
761,Comedy,19
761,Thriller,13
761,Romance,12
761,Adventure,11
761,War,10
761,Sci-Fi,8
761,Children's,7
761,Crime,4
761,Horror,4
761,Animation,2
761,Musical,2
761,Western,1
761,Mystery,1
758,Drama,123
758,Comedy,113
758,Action,96
758,Thriller,84
758,Romance,58
758,Sci-Fi,50
758,Adventure,46
758,Crime,29
758,Mystery,24
758,Horror,23
758,War,21
758,Musical,19
758,Children's,13
758,Film-Noir,8
758,Animation,6
758,Western,5
758,Fantasy,5
758,Documentary,4
757,Action,92
757,Thriller,61
757,Sci-Fi,47
757,Adventure,45
757,Drama,42
757,Comedy,27
757,Romance,23
757,War,21
757,Crime,13
757,Horror,11
757,Animation,10
757,Children's,10
757,Mystery,7
757,Western,7
757,Musical,7
757,Fantasy,2
757,Film-Noir,1
756,Action,37
756,Thriller,30
756,Comedy,29
756,Drama,29
756,Children's,26
756,Adventure,24
756,Sci-Fi,23
756,Romance,21
756,Musical,14
756,Animation,12
756,War,7
756,Crime,5
756,Horror,4
756,Fantasy,3
756,Mystery,3
756,Western,2
756,Film-Noir,2
753,Drama,29
753,Action,17
753,Thriller,14
753,Romance,11
753,War,11
753,Comedy,11
753,Sci-Fi,8
753,Adventure,6
753,Crime,5
753,Film-Noir,5
753,Mystery,3
753,Western,2
753,Children's,2
753,Horror,2
753,Animation,1
753,Musical,1
752,Drama,36
752,Thriller,24
752,Comedy,17
752,Action,12
752,Romance,10
752,Mystery,8
752,Crime,7
752,Sci-Fi,6
752,Adventure,6
752,War,5
752,Horror,4
752,Children's,3
752,Western,2
752,Musical,1
752,Film-Noir,1
752,Documentary,1
751,Comedy,68
751,Drama,55
751,Action,44
751,Romance,41
751,Thriller,39
751,Adventure,24
751,Sci-Fi,22
751,Children's,15
751,Musical,15
751,Mystery,11
751,Animation,10
751,Crime,10
751,War,7
751,Fantasy,3
751,Film-Noir,3
751,Horror,3
749,Action,105
749,Drama,94
749,Comedy,89
749,Adventure,67
749,Thriller,64
749,Sci-Fi,46
749,Romance,45
749,Children's,33
749,War,30
749,Crime,21
749,Musical,17
749,Horror,14
749,Mystery,12
749,Animation,12
749,Western,9
749,Fantasy,8
749,Film-Noir,4
749,Documentary,1
748,Drama,47
748,Action,31
748,Comedy,30
748,Romance,25
748,Sci-Fi,20
748,War,20
748,Thriller,19
748,Adventure,16
748,Musical,8
748,Animation,7
748,Children's,5
748,Mystery,5
748,Horror,4
748,Crime,4
748,Film-Noir,3
748,Documentary,3
748,Western,1
747,Drama,132
747,Comedy,105
747,Romance,47
747,Thriller,44
747,Action,37
747,Children's,30
747,War,27
747,Adventure,26
747,Sci-Fi,24
747,Crime,23
747,Musical,19
747,Mystery,17
747,Animation,16
747,Horror,9
747,Documentary,8
747,Film-Noir,5
747,Western,4
747,Fantasy,3
746,Action,49
746,Adventure,25
746,Thriller,21
746,Sci-Fi,21
746,Drama,15
746,Comedy,14
746,Romance,10
746,War,7
746,Crime,5
746,Children's,4
746,Horror,3
746,Mystery,2
746,Musical,2
746,Film-Noir,1
746,Animation,1
746,Western,1
746,Fantasy,1
745,Drama,35
745,Action,15
745,Romance,13
745,Comedy,11
745,War,10
745,Thriller,10
745,Sci-Fi,9
745,Adventure,9
745,Crime,6
745,Western,4
745,Children's,3
745,Mystery,3
745,Animation,2
745,Film-Noir,1
745,Horror,1
741,Comedy,40
741,Drama,39
741,Romance,33
741,Action,31
741,Thriller,27
741,Adventure,15
741,Sci-Fi,12
741,War,11
741,Crime,8
741,Horror,4
741,Musical,4
741,Children's,4
741,Mystery,3
741,Documentary,1
741,Film-Noir,1
741,Fantasy,1
741,Animation,1
741,Western,1
738,Action,66
738,Sci-Fi,46
738,Comedy,44
738,Drama,42
738,Adventure,38
738,Thriller,34
738,War,20
738,Romance,19
738,Children's,13
738,Animation,10
738,Musical,7
738,Crime,7
738,Horror,6
738,Mystery,6
738,Western,4
738,Fantasy,4
738,Film-Noir,1
735,Drama,30
735,Thriller,14
735,Comedy,13
735,Romance,10
735,Action,10
735,War,7
735,Crime,6
735,Adventure,5
735,Sci-Fi,5
735,Mystery,3
735,Musical,2
735,Children's,2
735,Horror,2
735,Animation,1
735,Documentary,1
734,Drama,28
734,Romance,24
734,Action,16
734,Comedy,14
734,Adventure,13
734,Thriller,12
734,Sci-Fi,9
734,Musical,8
734,War,7
734,Children's,6
734,Mystery,3
734,Animation,2
734,Crime,2
734,Horror,1
734,Fantasy,1
734,Western,1
733,Drama,71
733,Romance,22
733,Comedy,19
733,Thriller,18
733,Action,14
733,Crime,11
733,Mystery,7
733,War,7
733,Adventure,6
733,Sci-Fi,5
733,Children's,3
733,Documentary,2
733,Animation,2
733,Fantasy,1
733,Western,1
733,Horror,1
733,Film-Noir,1
731,Drama,42
731,Comedy,27
731,Romance,26
731,Thriller,9
731,Action,8
731,Children's,8
731,Adventure,7
731,Musical,7
731,War,6
731,Crime,6
731,Mystery,5
731,Sci-Fi,4
731,Animation,3
731,Western,2
731,Film-Noir,2
731,Documentary,1
731,Horror,1
727,Action,132
727,Comedy,104
727,Drama,82
727,Thriller,69
727,Adventure,66
727,Romance,59
727,Sci-Fi,55
727,Horror,26
727,War,25
727,Crime,25
727,Children's,23
727,Animation,17
727,Musical,15
727,Western,12
727,Mystery,11
727,Fantasy,8
727,Film-Noir,1
724,Drama,34
724,Thriller,25
724,Comedy,20
724,Romance,17
724,Action,17
724,Crime,9
724,Adventure,8
724,Mystery,8
724,War,7
724,Horror,6
724,Children's,5
724,Sci-Fi,5
724,Musical,4
724,Animation,2
724,Film-Noir,2
724,Fantasy,1
721,Drama,85
721,Comedy,46
721,Action,40
721,Romance,37
721,Thriller,31
721,Adventure,22
721,Sci-Fi,21
721,War,18
721,Mystery,13
721,Crime,12
721,Children's,11
721,Horror,5
721,Musical,4
721,Western,3
721,Animation,2
721,Fantasy,2
721,Film-Noir,2
721,Documentary,1
719,Drama,38
719,Comedy,17
719,Thriller,15
719,Romance,15
719,Action,12
719,Adventure,7
719,War,6
719,Sci-Fi,5
719,Musical,3
719,Crime,3
719,Western,2
719,Animation,2
719,Mystery,2
719,Children's,2
719,Fantasy,1
719,Horror,1
719,Film-Noir,1
717,Drama,40
717,Action,32
717,Thriller,29
717,Romance,17
717,Comedy,16
717,Sci-Fi,14
717,Adventure,13
717,Crime,12
717,Mystery,11
717,War,8
717,Horror,3
717,Film-Noir,2
717,Fantasy,1
717,Musical,1
717,Animation,1
716,Drama,101
716,Comedy,86
716,Romance,58
716,Action,54
716,Adventure,40
716,Thriller,38
716,War,33
716,Children's,26
716,Sci-Fi,25
716,Musical,25
716,Mystery,15
716,Crime,13
716,Animation,13
716,Horror,9
716,Western,8
716,Film-Noir,7
716,Fantasy,4
716,Documentary,1
715,Action,65
715,Comedy,56
715,Drama,47
715,Thriller,44
715,Sci-Fi,33
715,Romance,32
715,Adventure,28
715,Crime,17
715,War,16
715,Horror,9
715,Animation,7
715,Children's,6
715,Musical,6
715,Western,5
715,Mystery,3
715,Film-Noir,1
715,Fantasy,1
712,Comedy,77
712,Drama,53
712,Romance,45
712,Children's,43
712,Adventure,32
712,Action,27
712,Sci-Fi,16
712,Musical,15
712,Animation,15
712,Western,8
712,War,8
712,Thriller,7
712,Fantasy,6
712,Crime,1
712,Horror,1
712,Mystery,1
711,Drama,108
711,Comedy,75
711,Romance,67
711,Action,34
711,Adventure,24
711,Children's,20
711,War,20
711,Sci-Fi,19
711,Thriller,18
711,Musical,16
711,Animation,14
711,Horror,8
711,Crime,5
711,Western,4
711,Fantasy,3
711,Mystery,3
711,Film-Noir,2
711,Documentary,1
710,Drama,40
710,Action,22
710,Thriller,21
710,Romance,15
710,Crime,15
710,Sci-Fi,11
710,Comedy,11
710,War,9
710,Mystery,9
710,Children's,9
710,Adventure,9
710,Musical,8
710,Animation,7
710,Film-Noir,5
710,Horror,4
710,Western,1
709,Action,72
709,Drama,40
709,Thriller,38
709,Adventure,29
709,Sci-Fi,27
709,Comedy,26
709,Horror,23
709,Romance,22
709,Crime,17
709,War,11
709,Western,5
709,Musical,4
709,Children's,2
709,Mystery,2
709,Fantasy,2
709,Film-Noir,2
709,Animation,1
708,Comedy,41
708,Drama,38
708,Romance,28
708,Action,25
708,Thriller,18
708,Adventure,16
708,Musical,10
708,Children's,10
708,War,9
708,Sci-Fi,7
708,Animation,5
708,Crime,5
708,Mystery,3
708,Film-Noir,1
708,Documentary,1
707,Drama,145
707,Comedy,80
707,Romance,59
707,Thriller,18
707,War,17
707,Mystery,13
707,Crime,11
707,Musical,10
707,Action,10
707,Adventure,9
707,Documentary,6
707,Children's,6
707,Film-Noir,5
707,Horror,4
707,Sci-Fi,3
707,Animation,2
707,Western,1
705,Action,59
705,Adventure,42
705,Comedy,31
705,Drama,28
705,Sci-Fi,25
705,Children's,24
705,Thriller,23
705,Romance,20
705,War,10
705,Musical,7
705,Animation,7
705,Crime,4
705,Fantasy,4
705,Mystery,2
705,Film-Noir,1
705,Western,1
705,Horror,1
704,Drama,47
704,Comedy,27
704,Romance,20
704,Thriller,13
704,Action,12
704,War,12
704,Adventure,10
704,Mystery,8
704,Sci-Fi,8
704,Film-Noir,6
704,Crime,5
704,Musical,4
704,Western,3
704,Children's,3
704,Horror,2
704,Animation,1
699,Drama,56
699,Thriller,44
699,Comedy,36
699,Action,34
699,Romance,28
699,Adventure,23
699,Children's,20
699,Sci-Fi,17
699,Mystery,14
699,Crime,13
699,War,9
699,Animation,7
699,Musical,6
699,Horror,5
699,Fantasy,4
698,Drama,46
698,Comedy,40
698,Romance,38
698,Action,32
698,Thriller,27
698,Sci-Fi,19
698,Adventure,18
698,War,17
698,Mystery,13
698,Children's,10
698,Musical,9
698,Crime,7
698,Film-Noir,5
698,Animation,5
698,Horror,2
698,Western,2
698,Fantasy,1
697,Thriller,38
697,Action,37
697,Drama,37
697,Comedy,24
697,Romance,19
697,Sci-Fi,14
697,Crime,10
697,Adventure,10
697,War,9
697,Mystery,9
697,Horror,7
697,Children's,6
697,Animation,5
697,Musical,3
697,Documentary,1
697,Fantasy,1
697,Film-Noir,1
694,Drama,68
694,Comedy,36
694,Action,34
694,Romance,32
694,Thriller,26
694,War,25
694,Adventure,24
694,Sci-Fi,23
694,Musical,13
694,Mystery,8
694,Western,8
694,Children's,8
694,Crime,8
694,Horror,6
694,Film-Noir,6
694,Fantasy,3
694,Documentary,2
694,Animation,2
693,Drama,81
693,Action,48
693,Thriller,46
693,Adventure,21
693,Sci-Fi,20
693,Romance,19
693,War,19
693,Comedy,16
693,Crime,14
693,Mystery,9
693,Musical,8
693,Children's,5
693,Film-Noir,5
693,Horror,5
693,Fantasy,2
693,Animation,2
693,Documentary,2
693,Western,2
690,Comedy,66
690,Drama,28
690,Thriller,25
690,Romance,24
690,Action,23
690,Crime,10
690,Adventure,9
690,Sci-Fi,6
690,War,6
690,Children's,5
690,Musical,5
690,Western,5
690,Horror,4
690,Animation,3
690,Mystery,2
690,Film-Noir,2
690,Fantasy,1
686,Drama,36
686,Action,17
686,Thriller,15
686,War,14
686,Comedy,14
686,Crime,11
686,Romance,10
686,Sci-Fi,9
686,Adventure,7
686,Musical,6
686,Mystery,5
686,Children's,4
686,Animation,4
686,Horror,3
686,Film-Noir,3
686,Western,2
686,Documentary,2
684,Comedy,50
684,Romance,27
684,Drama,21
684,Action,16
684,Thriller,12
684,Adventure,12
684,Sci-Fi,11
684,Children's,9
684,War,6
684,Animation,4
684,Crime,3
684,Western,2
684,Musical,2
684,Horror,2
684,Fantasy,1
684,Documentary,1
683,Drama,42
683,Thriller,26
683,Action,16
683,Crime,15
683,Comedy,12
683,Romance,12
683,Mystery,10
683,War,8
683,Adventure,7
683,Sci-Fi,6
683,Children's,5
683,Horror,4
683,Musical,3
683,Fantasy,2
683,Film-Noir,2
683,Animation,1
682,Drama,137
682,Comedy,136
682,Action,124
682,Thriller,89
682,Romance,61
682,Adventure,53
682,Sci-Fi,42
682,Crime,37
682,War,29
682,Children's,21
682,Horror,20
682,Musical,16
682,Mystery,14
682,Animation,10
682,Western,10
682,Film-Noir,6
682,Fantasy,5
682,Documentary,4
679,Comedy,24
679,Drama,22
679,Romance,17
679,Action,14
679,Adventure,10
679,War,10
679,Children's,10
679,Thriller,9
679,Sci-Fi,9
679,Musical,6
679,Animation,5
679,Mystery,4
679,Crime,3
679,Horror,2
679,Western,2
679,Fantasy,1
679,Film-Noir,1
676,Comedy,27
676,Action,27
676,Drama,26
676,Thriller,22
676,War,14
676,Romance,14
676,Adventure,13
676,Sci-Fi,10
676,Children's,7
676,Animation,5
676,Mystery,4
676,Crime,4
676,Musical,4
676,Horror,3
676,Film-Noir,1
676,Fantasy,1
671,Action,77
671,Thriller,51
671,Drama,31
671,Adventure,31
671,Sci-Fi,22
671,Romance,21
671,Crime,17
671,Comedy,15
671,Horror,11
671,War,10
671,Mystery,6
671,Western,5
671,Film-Noir,3
671,Musical,1
671,Fantasy,1
669,Drama,49
669,Thriller,26
669,Action,26
669,Comedy,26
669,Romance,19
669,Sci-Fi,18
669,War,18
669,Adventure,16
669,Crime,12
669,Mystery,8
669,Animation,4
669,Children's,3
669,Film-Noir,3
669,Horror,2
669,Musical,1
669,Western,1
666,Drama,103
666,Comedy,73
666,Thriller,60
666,Action,47
666,Romance,41
666,Sci-Fi,30
666,Adventure,28
666,War,28
666,Crime,23
666,Mystery,18
666,Film-Noir,10
666,Horror,9
666,Musical,8
666,Western,7
666,Children's,5
666,Animation,4
666,Documentary,4
666,Fantasy,1
665,Drama,55
665,Comedy,45
665,Action,38
665,Romance,33
665,Thriller,27
665,Sci-Fi,20
665,War,16
665,Adventure,15
665,Crime,13
665,Musical,11
665,Children's,11
665,Animation,8
665,Horror,6
665,Mystery,5
665,Fantasy,3
665,Western,2
665,Film-Noir,1
664,Drama,79
664,Comedy,50
664,Thriller,37
664,Action,35
664,Romance,32
664,Adventure,20
664,Sci-Fi,19
664,Mystery,16
664,Crime,16
664,War,15
664,Film-Noir,10
664,Musical,8
664,Animation,6
664,Children's,6
664,Western,3
664,Horror,2
663,Drama,72
663,Thriller,48
663,Comedy,38
663,Action,36
663,Romance,26
663,Crime,17
663,War,14
663,Sci-Fi,14
663,Adventure,13
663,Mystery,11
663,Horror,8
663,Children's,6
663,Musical,4
663,Animation,4
663,Film-Noir,2
663,Fantasy,1
661,Drama,49
661,Action,32
661,Comedy,30
661,Thriller,27
661,Romance,26
661,Sci-Fi,22
661,Adventure,18
661,War,14
661,Children's,11
661,Animation,9
661,Horror,8
661,Musical,7
661,Mystery,3
661,Film-Noir,2
661,Documentary,1
661,Western,1
661,Crime,1
661,Fantasy,1
660,Action,91
660,Comedy,78
660,Drama,56
660,Sci-Fi,51
660,Adventure,51
660,Thriller,47
660,Romance,31
660,Children's,26
660,Horror,17
660,Musical,16
660,War,16
660,Crime,14
660,Animation,13
660,Mystery,9
660,Fantasy,6
660,Western,5
660,Film-Noir,2
660,Documentary,1
659,Drama,86
659,Comedy,57
659,Romance,46
659,Action,41
659,Thriller,37
659,Sci-Fi,26
659,Adventure,23
659,War,22
659,Mystery,12
659,Musical,12
659,Horror,11
659,Crime,11
659,Film-Noir,8
659,Western,5
659,Children's,2
659,Fantasy,1
658,Drama,37
658,Comedy,19
658,Thriller,14
658,Action,14
658,Adventure,10
658,Crime,10
658,War,10
658,Sci-Fi,10
658,Romance,9
658,Children's,4
658,Animation,3
658,Mystery,3
658,Film-Noir,2
658,Documentary,1
658,Western,1
658,Horror,1
658,Musical,1
655,Drama,410
655,Comedy,167
655,Thriller,126
655,Romance,123
655,Action,86
655,Crime,56
655,War,42
655,Sci-Fi,41
655,Adventure,36
655,Mystery,34
655,Documentary,20
655,Horror,19
655,Musical,18
655,Film-Noir,12
655,Children's,11
655,Western,4
655,Fantasy,3
655,Animation,2
654,Drama,53
654,Comedy,51
654,Action,40
654,Thriller,40
654,Romance,37
654,Adventure,20
654,Sci-Fi,16
654,Animation,12
654,Children's,11
654,Crime,10
654,War,7
654,Musical,7
654,Mystery,5
654,Fantasy,2
654,Film-Noir,1
654,Horror,1
654,Western,1
653,Drama,103
653,Comedy,90
653,Action,88
653,Thriller,66
653,Sci-Fi,44
653,Adventure,42
653,Romance,38
653,War,27
653,Crime,23
653,Horror,17
653,Children's,15
653,Mystery,14
653,Western,7
653,Musical,7
653,Fantasy,5
653,Film-Noir,5
653,Animation,2
653,Documentary,2
650,Drama,102
650,Action,89
650,Comedy,87
650,Thriller,59
650,Adventure,58
650,Sci-Fi,53
650,Romance,47
650,War,33
650,Children's,28
650,Musical,25
650,Horror,25
650,Crime,19
650,Mystery,12
650,Animation,12
650,Film-Noir,9
650,Western,9
650,Fantasy,5
650,Documentary,2
648,Comedy,114
648,Action,98
648,Drama,67
648,Thriller,58
648,Adventure,56
648,Sci-Fi,50
648,Romance,42
648,Horror,35
648,War,26
648,Children's,25
648,Crime,14
648,Mystery,11
648,Musical,11
648,Animation,10
648,Western,6
648,Fantasy,5
648,Film-Noir,2
647,Action,27
647,Drama,18
647,Comedy,17
647,Romance,15
647,Thriller,15
647,Adventure,14
647,Sci-Fi,7
647,Musical,4
647,Children's,4
647,War,4
647,Crime,4
647,Animation,3
647,Mystery,3
647,Western,3
647,Fantasy,1
645,Drama,59
645,Comedy,34
645,Romance,22
645,Action,22
645,Thriller,20
645,Sci-Fi,19
645,War,16
645,Crime,13
645,Horror,10
645,Adventure,8
645,Film-Noir,6
645,Musical,5
645,Mystery,5
645,Western,4
645,Documentary,2
645,Fantasy,2
645,Children's,2
643,Comedy,74
643,Drama,61
643,Action,60
643,Thriller,51
643,Romance,36
643,Adventure,26
643,Crime,23
643,Sci-Fi,22
643,War,16
643,Horror,15
643,Animation,14
643,Musical,14
643,Children's,13
643,Mystery,8
643,Western,4
643,Film-Noir,4
643,Fantasy,3
643,Documentary,2
642,Comedy,141
642,Drama,90
642,Children's,76
642,Action,65
642,Adventure,60
642,Romance,54
642,Thriller,35
642,Sci-Fi,29
642,Musical,26
642,Animation,26
642,War,17
642,Fantasy,13
642,Horror,13
642,Crime,10
642,Western,7
642,Mystery,5
642,Film-Noir,2
640,Comedy,45
640,Action,40
640,Drama,32
640,Thriller,29
640,Romance,22
640,Adventure,18
640,Crime,13
640,Sci-Fi,13
640,War,5
640,Musical,4
640,Film-Noir,3
640,Mystery,3
640,Children's,3
640,Animation,2
640,Horror,2
639,Drama,94
639,Romance,56
639,Comedy,45
639,Thriller,15
639,War,12
639,Action,10
639,Adventure,8
639,Mystery,7
639,Sci-Fi,4
639,Western,4
639,Crime,4
639,Musical,4
639,Documentary,2
639,Children's,2
639,Film-Noir,2
639,Fantasy,1
638,Action,49
638,Adventure,26
638,Sci-Fi,21
638,Thriller,16
638,Comedy,16
638,Drama,13
638,War,12
638,Romance,9
638,Crime,7
638,Horror,3
638,Western,2
638,Mystery,1
638,Fantasy,1
638,Film-Noir,1
638,Musical,1
637,Drama,49
637,Comedy,28
637,Thriller,26
637,Action,26
637,Romance,25
637,Adventure,13
637,War,10
637,Sci-Fi,9
637,Crime,9
637,Mystery,7
637,Children's,6
637,Animation,3
637,Musical,2
637,Documentary,1
637,Western,1
637,Fantasy,1
634,Drama,63
634,Comedy,42
634,Thriller,33
634,Action,23
634,Romance,21
634,Crime,13
634,Sci-Fi,10
634,War,9
634,Adventure,9
634,Children's,7
634,Mystery,6
634,Animation,5
634,Musical,3
634,Film-Noir,2
634,Documentary,2
634,Horror,2
634,Western,2
634,Fantasy,1
633,Action,29
633,Thriller,27
633,Drama,22
633,Adventure,13
633,Sci-Fi,11
633,Romance,10
633,War,8
633,Comedy,7
633,Mystery,6
633,Horror,4
633,Children's,3
633,Musical,3
633,Crime,2
633,Western,2
633,Animation,1
633,Film-Noir,1
633,Fantasy,1
632,Drama,47
632,Action,41
632,Comedy,32
632,Thriller,29
632,Romance,28
632,Adventure,22
632,Sci-Fi,16
632,Musical,13
632,War,13
632,Children's,12
632,Crime,9
632,Animation,7
632,Western,6
632,Horror,6
632,Mystery,3
632,Fantasy,1
630,Drama,40
630,Comedy,38
630,Thriller,30
630,Action,26
630,Romance,23
630,Sci-Fi,16
630,Adventure,13
630,Children's,9
630,War,9
630,Crime,7
630,Animation,4
630,Fantasy,4
630,Horror,3
630,Musical,2
630,Mystery,2
629,Drama,66
629,Action,31
629,Thriller,30
629,Comedy,25
629,Romance,24
629,Crime,18
629,War,13
629,Adventure,12
629,Sci-Fi,11
629,Mystery,8
629,Horror,4
629,Children's,3
629,Musical,2
629,Western,1
629,Fantasy,1
627,Drama,96
627,Action,78
627,Thriller,44
627,Adventure,36
627,Romance,32
627,Sci-Fi,29
627,War,25
627,Comedy,22
627,Crime,20
627,Western,9
627,Horror,6
627,Mystery,4
627,Musical,3
627,Film-Noir,2
627,Children's,1
627,Fantasy,1
625,Drama,39
625,Comedy,39
625,Action,34
625,Romance,27
625,Thriller,25
625,Adventure,19
625,Sci-Fi,18
625,War,16
625,Mystery,10
625,Musical,7
625,Children's,6
625,Crime,4
625,Animation,4
625,Horror,3
625,Film-Noir,2
625,Fantasy,1
625,Western,1
624,Drama,63
624,Comedy,47
624,Thriller,36
624,Action,35
624,Romance,28
624,Sci-Fi,16
624,Crime,14
624,Adventure,13
624,War,12
624,Mystery,10
624,Animation,4
624,Horror,4
624,Children's,4
624,Musical,3
624,Fantasy,1
624,Film-Noir,1
622,Action,77
622,Comedy,74
622,Drama,65
622,Adventure,45
622,Thriller,44
622,Sci-Fi,44
622,Romance,41
622,Children's,21
622,Musical,18
622,Animation,17
622,War,17
622,Crime,16
622,Mystery,9
622,Horror,8
622,Fantasy,5
622,Film-Noir,2
621,Comedy,74
621,Action,72
621,Thriller,32
621,Drama,32
621,Adventure,31
621,Children's,28
621,Sci-Fi,28
621,Romance,24
621,Musical,14
621,Animation,13
621,War,13
621,Crime,10
621,Horror,9
621,Fantasy,5
621,Mystery,5
621,Western,1
621,Film-Noir,1
620,Children's,44
620,Comedy,31
620,Adventure,28
620,Drama,25
620,Thriller,24
620,Action,24
620,Animation,22
620,Sci-Fi,18
620,Horror,17
620,Romance,14
620,Musical,13
620,Fantasy,6
620,War,4
620,Mystery,3
620,Crime,1
619,Action,72
619,Thriller,45
619,Adventure,23
619,Drama,23
619,Crime,19
619,Sci-Fi,17
619,Romance,13
619,War,12
619,Mystery,8
619,Comedy,7
619,Horror,6
619,Western,1
619,Film-Noir,1
618,Drama,108
618,Comedy,55
618,Romance,53
618,Action,51
618,Thriller,42
618,Adventure,28
618,Children's,25
618,War,20
618,Sci-Fi,19
618,Musical,17
618,Crime,15
618,Animation,14
618,Horror,9
618,Mystery,7
618,Western,4
618,Fantasy,2
618,Film-Noir,2
617,Horror,46
617,Drama,31
617,Thriller,24
617,Action,20
617,Comedy,18
617,Sci-Fi,14
617,Romance,12
617,Crime,10
617,Adventure,7
617,Film-Noir,6
617,War,4
617,Mystery,3
617,Documentary,2
617,Fantasy,2
617,Children's,2
617,Western,1
617,Musical,1
615,Drama,66
615,Comedy,29
615,Romance,26
615,War,12
615,Thriller,11
615,Action,10
615,Crime,7
615,Sci-Fi,5
615,Adventure,4
615,Documentary,4
615,Musical,4
615,Mystery,4
615,Western,2
615,Fantasy,2
615,Children's,2
615,Horror,2
615,Film-Noir,1
610,Drama,35
610,Thriller,23
610,Romance,21
610,Action,16
610,Comedy,15
610,Sci-Fi,11
610,Children's,8
610,Adventure,8
610,War,8
610,Musical,7
610,Crime,5
610,Film-Noir,3
610,Mystery,3
610,Animation,3
610,Horror,3
610,Western,3
610,Fantasy,2
608,Drama,103
608,Romance,43
608,Comedy,39
608,Thriller,31
608,Action,19
608,War,15
608,Crime,11
608,Mystery,8
608,Children's,7
608,Adventure,6
608,Sci-Fi,5
608,Horror,5
608,Musical,5
608,Film-Noir,4
608,Western,2
608,Animation,2
608,Fantasy,1
606,Drama,83
606,Comedy,70
606,Action,69
606,Thriller,51
606,Romance,40
606,Adventure,36
606,Sci-Fi,34
606,Children's,25
606,Crime,24
606,War,23
606,Musical,19
606,Animation,15
606,Horror,15
606,Mystery,7
606,Western,4
606,Fantasy,3
606,Documentary,2
606,Film-Noir,1
605,Drama,49
605,Thriller,28
605,Action,23
605,Romance,20
605,Comedy,17
605,War,15
605,Adventure,12
605,Crime,8
605,Mystery,7
605,Sci-Fi,6
605,Musical,2
605,Children's,2
605,Animation,2
605,Horror,1
605,Film-Noir,1
601,Drama,59
601,Comedy,41
601,Action,37
601,Adventure,29
601,Sci-Fi,27
601,Thriller,24
601,Children's,23
601,Romance,19
601,Horror,14
601,Musical,13
601,War,12
601,Crime,9
601,Animation,6
601,Mystery,6
601,Fantasy,5
601,Western,1
601,Documentary,1
601,Film-Noir,1
600,Action,75
600,Adventure,35
600,Sci-Fi,25
600,Thriller,21
600,Drama,17
600,Crime,12
600,Comedy,12
600,Romance,11
600,War,10
600,Western,8
600,Horror,3
600,Musical,1
600,Film-Noir,1
595,Drama,40
595,Comedy,34
595,Thriller,21
595,Romance,18
595,Action,15
595,Sci-Fi,11
595,Adventure,10
595,Crime,10
595,War,5
595,Children's,4
595,Fantasy,3
595,Mystery,2
595,Horror,2
595,Animation,2
595,Documentary,1
595,Musical,1
595,Western,1
593,Drama,73
593,Romance,55
593,Comedy,54
593,Action,31
593,Thriller,29
593,War,16
593,Adventure,15
593,Sci-Fi,9
593,Children's,8
593,Crime,6
593,Western,5
593,Musical,5
593,Mystery,4
593,Horror,4
593,Animation,3
593,Fantasy,1
592,Drama,162
592,Comedy,100
592,Thriller,83
592,Action,75
592,Romance,58
592,Crime,36
592,Adventure,36
592,Sci-Fi,33
592,Mystery,24
592,War,22
592,Children's,20
592,Horror,17
592,Animation,12
592,Musical,11
592,Documentary,8
592,Film-Noir,7
592,Fantasy,6
592,Western,4
591,Comedy,48
591,Drama,37
591,Romance,25
591,Action,9
591,Thriller,7
591,Crime,6
591,War,6
591,Adventure,5
591,Sci-Fi,3
591,Mystery,3
591,Documentary,2
591,Children's,2
591,Musical,1
591,Western,1
591,Fantasy,1
588,Drama,95
588,Comedy,82
588,Romance,58
588,Action,53
588,Adventure,40
588,Thriller,32
588,Children's,30
588,Sci-Fi,25
588,Musical,20
588,War,15
588,Animation,15
588,Horror,11
588,Crime,10
588,Fantasy,5
588,Mystery,5
588,Western,4
588,Documentary,1
587,Drama,37
587,Thriller,33
587,Comedy,26
587,Action,25
587,Romance,16
587,Mystery,15
587,Sci-Fi,11
587,Horror,9
587,Children's,9
587,Adventure,9
587,Crime,8
587,War,7
587,Musical,3
